698283 	 0.3398
698284 	 0.3115
698285 	 0.3398
698286 	 0.3398
698287 	 0.3115
698288 	 0.5380
698289 	 0.3681
698290 	 0.3398
698291 	 0.5380
698292 	 0.7362
698293 	 5.6634
698294 	 0.5380
698295 	 0.6513
698296 	 0.9061
698297 	 6.1164
698298 	 2.4352
698299 	 7.8438
698300 	 8.5800
698301 	 5.6634
698302 	 2.4352
698303 	 1.8123
698304 	 1.6707
698305 	 0.8778
698306 	 2.2937
698307 	 0.7079
698308 	 0.6513
698309 	 0.5663
698310 	 0.4814
698311 	 0.3964
698312 	 0.3681
698313 	 0.3681
698314 	 0.3398
698315 	 0.3398
698316 	 0.3398
698317 	 0.2322
698318 	 2.4352
698319 	 0.7929
698320 	 9.6560
698321 	 14.7248
698322 	 0.9628
698323 	 2.4352
698324 	 0.7362
698325 	 0.3964
698326 	 0.7362
698327 	 5.6634
698328 	 1.5291
698329 	 0.7362
698330 	 0.5097
698331 	 0.3964
698332 	 0.3681
698333 	 0.5380
698334 	 0.4531
698335 	 0.5097
698336 	 0.5097
698337 	 0.3964
698338 	 0.3681
698339 	 0.3398
698340 	 0.3115
698341 	 1.5857
698342 	 0.3681
698343 	 0.3964
698344 	 0.3964
698345 	 0.4248
698346 	 0.3681
698347 	 0.3681
698348 	 0.3964
698349 	 0.3681
698350 	 0.2832
698351 	 0.3964
698352 	 0.3115
698353 	 0.3681
698354 	 0.3964
698355 	 0.4248
698356 	 0.5380
698357 	 0.3681
698358 	 0.3398
698359 	 0.2832
698360 	 0.5380
698361 	 0.5663
698362 	 0.4814
698363 	 0.3681
698364 	 0.3398
698365 	 0.3115
698366 	 0.3115
698367 	 0.3681
698368 	 5.3802
698369 	 4.0493
698370 	 0.3681
698371 	 0.3398
698372 	 0.3115
698373 	 0.3115
698374 	 0.3681
698375 	 0.3964
698376 	 0.3681
698377 	 0.3115
698378 	 0.9628
698379 	 1.2459
698380 	 0.7362
698381 	 0.3398
698382 	 0.4248
698383 	 0.3964
698384 	 0.3681
698385 	 0.8495
698386 	 0.9061
698387 	 0.8495
698388 	 0.8495
698389 	 0.7929
698390 	 0.7929
698391 	 0.7929
698392 	 0.8495
698393 	 0.8495
698394 	 0.9061
698395 	 0.7929
698396 	 2.3786
698397 	 16.8485
698398 	 4.1909
698399 	 2.6335
698400 	 1.2459
698401 	 0.8495
698402 	 0.7929
698403 	 0.7929
698404 	 0.4814
698405 	 0.9061
698406 	 5.5218
698407 	 3.7378
698408 	 7.3624
698409 	 8.4384
698410 	 3.4547
698411 	 3.9360
698412 	 4.8422
698413 	 5.9182
698414 	 19.0856
698415 	 15.2061
698416 	 13.1957
698417 	 12.4028
698418 	 10.3640
698419 	 7.6455
698420 	 5.9182
698421 	 4.3608
698422 	 3.9360
698423 	 2.3786
698424 	 2.8883
698425 	 1.6424
698426 	 1.4158
