713198 	 4.5590
713199 	 3.5113
713200 	 3.5113
713201 	 2.0954
713202 	 2.8883
713203 	 3.4547
713204 	 6.3147
713205 	 3.4547
713206 	 2.9733
713207 	 5.6067
713208 	 2.8034
713209 	 1.9255
713210 	 1.8406
713211 	 2.9450
713212 	 2.4919
713213 	 1.8972
713214 	 1.7273
713215 	 1.7840
713216 	 1.5574
713217 	 1.5008
713218 	 1.5008
713219 	 1.5008
713220 	 1.4725
713221 	 1.3875
713222 	 1.4158
713223 	 1.5008
713224 	 1.4158
713225 	 1.3875
713226 	 1.3875
713227 	 1.3875
713228 	 1.4725
713229 	 1.5008
713230 	 1.3875
713231 	 1.3875
713232 	 1.6141
713233 	 1.7556
713234 	 1.4725
713235 	 1.3875
713236 	 1.3592
713237 	 1.3592
713238 	 4.2192
713239 	 2.2370
713240 	 2.0954
713241 	 2.0954
713242 	 7.1358
713243 	 2.4636
713244 	 2.8034
713245 	 9.0331
713246 	 3.1998
713247 	 2.1804
713248 	 2.8034
713249 	 1.9822
713250 	 4.7289
713251 	 7.3057
713252 	 17.8679
713253 	 4.4174
713254 	 2.5768
713255 	 2.8034
713256 	 6.6545
713257 	 5.5218
713258 	 4.5873
713259 	 5.5218
713260 	 2.8034
713261 	 2.8034
713262 	 2.1521
713263 	 2.8600
713264 	 2.4919
713265 	 1.8972
713266 	 1.6424
713267 	 2.0671
713268 	 1.9255
713269 	 14.1867
713270 	 5.6634
713271 	 3.1432
713272 	 2.9733
713273 	 5.8616
713274 	 4.7289
713275 	 4.9554
713276 	 12.0913
713277 	 7.7871
713278 	 5.0687
713279 	 2.4069
713280 	 1.9822
713281 	 2.0671
713282 	 2.5485
713283 	 1.8972
713284 	 2.3786
713285 	 5.0404
713286 	 2.4069
713287 	 4.3042
713288 	 9.3446
713289 	 10.5056
713290 	 6.0881
713291 	 2.9733
713292 	 4.7006
713293 	 3.4263
713294 	 3.2281
713295 	 2.4069
713296 	 1.9255
713297 	 1.7273
713298 	 1.6424
713299 	 1.5857
713300 	 1.5574
713301 	 1.5008
713302 	 1.5008
713303 	 1.5291
713304 	 1.4158
713305 	 1.5008
713306 	 1.9255
713307 	 10.3356
713308 	 6.6545
713309 	 4.1626
713310 	 2.0954
713311 	 1.7840
713312 	 1.6141
713313 	 1.5857
713314 	 1.6141
713315 	 1.6424
713316 	 1.8406
713317 	 1.8406
713318 	 1.6141
713319 	 1.4158
713320 	 3.0582
713321 	 2.6618
713322 	 1.9255
713323 	 1.6424
713324 	 1.5291
713325 	 1.5008
713326 	 2.2370
713327 	 1.5291
713328 	 1.4158
713329 	 1.5008
713330 	 1.7273
713331 	 1.5291
713332 	 1.6424
713333 	 1.3875
713334 	 1.3875
713335 	 1.3875
713336 	 1.3592
713337 	 1.3309
713338 	 1.3309
713339 	 1.3309
713340 	 1.3309
713341 	 1.3026
713342 	 1.4158
713343 	 1.3875
713344 	 1.3875
713345 	 1.3309
713346 	 1.3026
713347 	 1.3026
713348 	 1.3026
713349 	 1.3875
713350 	 1.3026
713351 	 1.2743
713352 	 1.2743
713353 	 1.2743
713354 	 1.2743
713355 	 1.2743
713356 	 1.3026
713357 	 1.4725
713358 	 1.6990
713359 	 2.5768
713360 	 1.4158
713361 	 1.3026
713362 	 1.3026
713363 	 16.5937
713364 	 13.0541
713365 	 3.8511
713366 	 6.2580
713367 	 4.8139
713368 	 3.5113
713369 	 8.0137
713370 	 5.0404
713371 	 3.0299
713372 	 2.0671
713373 	 1.8972
713374 	 5.5501
713375 	 2.5485
713376 	 1.6990
713377 	 3.4547
713378 	 4.3325
713379 	 2.0954
713380 	 2.0105
713381 	 18.5192
713382 	 30.5822
713383 	 10.8170
713384 	 20.0766
713385 	 4.5590
713386 	 2.5768
713387 	 1.9822
713388 	 1.7273
713389 	 1.5857
713390 	 1.6141
713391 	 1.7840
713392 	 1.9822
713393 	 2.3786
713394 	 1.6990
713395 	 5.8333
713396 	 3.5962
713397 	 2.2370
713398 	 2.0954
713399 	 1.7840
713400 	 1.9255
713401 	 2.2653
713402 	 3.6246
713403 	 1.6424
713404 	 3.1998
713405 	 6.5695
713406 	 5.5501
713407 	 5.0687
713408 	 4.3891
713409 	 1.8972
713410 	 1.6707
713411 	 1.5291
713412 	 1.4725
713413 	 1.8406
713414 	 1.5291
713415 	 1.4158
713416 	 1.4158
713417 	 1.6990
713418 	 1.8406
713419 	 1.4158
713420 	 1.3592
713421 	 1.3026
713422 	 1.2743
713423 	 1.3026
713424 	 8.7499
713425 	 3.2848
713426 	 4.8705
713427 	 4.2475
713428 	 3.5396
713429 	 2.4069
713430 	 1.7840
713431 	 1.5857
713432 	 1.5008
713433 	 1.3875
713434 	 1.3592
713435 	 1.3026
713436 	 1.3026
713437 	 1.2743
713438 	 1.2743
713439 	 1.2459
713440 	 1.2743
713441 	 1.4725
713442 	 8.9764
713443 	 2.9733
713444 	 2.8883
713445 	 3.8511
713446 	 2.5768
713447 	 2.8600
713448 	 5.4368
713449 	 1.7840
713450 	 1.5291
713451 	 1.5291
713452 	 1.7840
713453 	 1.7840
713454 	 3.3414
713455 	 2.6335
713456 	 1.9822
713457 	 1.4158
713458 	 1.9822
713459 	 1.5857
713460 	 3.1998
713461 	 1.5008
713462 	 1.9822
713463 	 1.5291
713464 	 1.8406
713465 	 2.8600
713466 	 1.4725
713467 	 7.6172
713468 	 4.1626
713469 	 1.8972
713470 	 2.7184
713471 	 2.1521
713472 	 2.3786
713473 	 1.6141
713474 	 1.3875
713475 	 1.4158
713476 	 1.3026
713477 	 1.8406
713478 	 1.9255
713479 	 2.0105
713480 	 1.8972
713481 	 3.4547
713482 	 2.9450
713483 	 3.8228
713484 	 2.9733
713485 	 2.2370
713486 	 2.4069
713487 	 4.5873
713488 	 4.5873
713489 	 2.0671
713490 	 1.7840
713491 	 1.5008
713492 	 1.3875
713493 	 1.3026
713494 	 1.2743
713495 	 1.3592
713496 	 1.5008
713497 	 1.6990
713498 	 1.5857
713499 	 1.6424
713500 	 1.4158
713501 	 1.6990
713502 	 2.8600
713503 	 1.9255
713504 	 2.8034
713505 	 1.6990
713506 	 1.4442
713507 	 1.6424
713508 	 1.7556
713509 	 1.5291
713510 	 1.4158
713511 	 2.3786
713512 	 1.8406
713513 	 1.7273
713514 	 3.4263
713515 	 2.1521
713516 	 1.9822
713517 	 1.6707
713518 	 1.7840
713519 	 1.5857
713520 	 1.4725
713521 	 1.4725
713522 	 2.5485
713523 	 1.5857
713524 	 1.9255
713525 	 1.3875
713526 	 1.7273
713527 	 1.9255
713528 	 1.6141
713529 	 3.8511
713530 	 1.5857
713531 	 1.6990
713532 	 1.6707
713533 	 4.6440
713534 	 2.7467
713535 	 2.0954
713536 	 1.5291
713537 	 1.5008
713538 	 1.9822
713539 	 3.5113
713540 	 2.9450
713541 	 1.5857
713542 	 1.6990
713543 	 1.8972
713544 	 4.5024
713545 	 1.8972
713546 	 1.4158
713547 	 1.2743
713548 	 1.2176
713549 	 1.2459
713550 	 1.3026
713551 	 1.7556
713552 	 1.3026
713553 	 1.5291
713554 	 1.3592
713555 	 2.7467
713556 	 1.7556
713557 	 1.5008
713558 	 2.0671
713559 	 1.8972
713560 	 1.5008
713561 	 1.3026
713562 	 1.2743
713563 	 1.3309
713564 	 1.2176
713565 	 1.1610
713566 	 1.4158
713567 	 1.5857
713568 	 1.3026
713569 	 1.1610
713570 	 1.5008
713571 	 1.8972
713572 	 4.8139
713573 	 1.6707
713574 	 1.3875
713575 	 1.1610
713576 	 1.1044
713577 	 1.0760
713578 	 1.0760
713579 	 1.0477
713580 	 1.0194
713581 	 1.0194
713582 	 1.2459
713583 	 1.1044
713584 	 1.1893
713585 	 1.2176
713586 	 1.6990
713587 	 2.4919
713588 	 1.7556
713589 	 1.3309
713590 	 1.6990
713591 	 1.3309
713592 	 1.4725
713593 	 1.7273
713594 	 1.2459
713595 	 1.2176
713596 	 1.0760
713597 	 1.0194
713598 	 1.0194
713599 	 1.0194
713600 	 1.2176
713601 	 1.0194
713602 	 1.2743
713603 	 1.1610
713604 	 1.0194
713605 	 2.0671
713606 	 1.9822
713607 	 3.5962
713608 	 1.7840
713609 	 2.0105
713610 	 1.8406
713611 	 2.5768
713612 	 1.2743
713613 	 1.1044
713614 	 1.2176
713615 	 1.6707
713616 	 1.1044
713617 	 1.0477
713618 	 1.0194
713619 	 1.1044
713620 	 1.4158
713621 	 1.7840
713622 	 2.1521
713623 	 2.3220
713624 	 2.0105
713625 	 1.3026
713626 	 1.1610
713627 	 1.8972
713628 	 1.4725
713629 	 1.1610
713630 	 4.1626
713631 	 2.0105
713632 	 2.4069
713633 	 7.1075
713634 	 2.3220
713635 	 1.4158
713636 	 1.2176
713637 	 1.5574
713638 	 4.9838
713639 	 20.4448
713640 	 10.6755
713641 	 4.6440
713642 	 4.3325
713643 	 2.4636
713644 	 1.6990
713645 	 1.4158
713646 	 1.3309
713647 	 3.1998
713648 	 3.0299
713649 	 1.8406
713650 	 1.5574
713651 	 1.4158
713652 	 2.3786
713653 	 1.8972
713654 	 1.4442
713655 	 3.1149
713656 	 2.8034
713657 	 6.1448
713658 	 3.7378
713659 	 3.1432
713660 	 5.1253
713661 	 4.0776
713662 	 4.2192
713663 	 2.0954
713664 	 3.6246
713665 	 6.0032
713666 	 19.0572
713667 	 3.5396
713668 	 2.0105
713669 	 1.6424
713670 	 1.5008
713671 	 4.8988
713672 	 1.7273
713673 	 1.9822
713674 	 1.7556
713675 	 2.2653
713676 	 2.5485
713677 	 1.5008
713678 	 1.3309
713679 	 3.4263
713680 	 2.0671
713681 	 1.4158
713682 	 1.3026
713683 	 1.3026
713684 	 1.2459
713685 	 19.7085
713686 	 6.7960
713687 	 2.1804
713688 	 3.8228
713689 	 3.5396
713690 	 2.2370
713691 	 2.0671
713692 	 1.5857
713693 	 1.4158
713694 	 1.3026
713695 	 1.2176
713696 	 1.1610
713697 	 1.1327
713698 	 1.1044
713699 	 1.0760
713700 	 1.0760
713701 	 1.0477
713702 	 4.2192
713703 	 1.8972
713704 	 1.4158
713705 	 6.4279
713706 	 2.4069
713707 	 1.6424
713708 	 1.3875
713709 	 2.0954
713710 	 1.3875
713711 	 1.2176
713712 	 1.1610
713713 	 1.5008
713714 	 2.7467
713715 	 1.3592
713716 	 1.3592
713717 	 1.2176
713718 	 1.1044
713719 	 1.1893
713720 	 1.6707
713721 	 1.2176
713722 	 1.1044
713723 	 1.0477
713724 	 1.0194
713725 	 1.0194
713726 	 1.0194
713727 	 1.3592
713728 	 6.1448
713729 	 3.0582
713730 	 2.7184
713731 	 7.0226
713732 	 3.2848
713733 	 1.5291
713734 	 1.3026
713735 	 1.4158
713736 	 1.5291
713737 	 24.9755
713738 	 14.4699
713739 	 2.8034
713740 	 2.3786
713741 	 6.0881
713742 	 2.5485
713743 	 16.1689
713744 	 14.7248
713745 	 4.7006
713746 	 3.6812
713747 	 12.9974
713748 	 15.6026
713749 	 10.1657
713750 	 6.4846
713751 	 5.8616
713752 	 6.2580
713753 	 6.0032
713754 	 4.3042
713755 	 2.8034
713756 	 2.1804
713757 	 1.8972
713758 	 1.5857
713759 	 1.4725
713760 	 1.3592
713761 	 1.3309
713762 	 1.4725
713763 	 1.3026
713764 	 1.2743
713765 	 1.2743
713766 	 1.3026
713767 	 1.1610
713768 	 1.1044
713769 	 1.0760
713770 	 1.0760
713771 	 1.0760
713772 	 1.0477
713773 	 1.0194
713774 	 1.0194
713775 	 3.1149
713776 	 1.6707
713777 	 1.2176
713778 	 1.1327
713779 	 3.9360
713780 	 1.8406
713781 	 1.3875
713782 	 1.2176
713783 	 1.1327
713784 	 1.0760
713785 	 1.0477
713786 	 1.0194
713787 	 1.0477
713788 	 1.0760
713789 	 1.0194
713790 	 8.0703
713791 	 28.6000
713792 	 4.3891
713793 	 2.0105
713794 	 1.5574
713795 	 1.3875
713796 	 1.3309
713797 	 1.4725
713798 	 1.2743
713799 	 1.1893
713800 	 1.1610
713801 	 1.1327
713802 	 13.4788
713803 	 9.5145
713804 	 2.2370
713805 	 1.6141
713806 	 1.5008
713807 	 2.2653
713808 	 5.0687
713809 	 3.7661
713810 	 2.8034
713811 	 2.4069
713812 	 2.1521
713813 	 1.7556
713814 	 1.5574
713815 	 1.3592
713816 	 1.3026
713817 	 1.2459
713818 	 1.2176
713819 	 1.2176
713820 	 1.3309
713821 	 1.8406
713822 	 1.5008
713823 	 1.2743
713824 	 1.3592
713825 	 1.4158
713826 	 2.2653
713827 	 6.7111
713828 	 8.5517
713829 	 3.9077
713830 	 5.3519
713831 	 8.0137
713832 	 6.0315
713833 	 3.5962
713834 	 16.7919
713835 	 5.6067
713836 	 4.7006
713837 	 3.2281
713838 	 4.6440
713839 	 2.6335
713840 	 3.5962
713841 	 3.0299
713842 	 7.1358
713843 	 6.1448
713844 	 3.1149
713845 	 3.5396
713846 	 2.6618
713847 	 2.0954
713848 	 2.3220
713849 	 4.8988
713850 	 7.6739
713851 	 2.6618
713852 	 2.6618
713853 	 3.5962
713854 	 2.8034
713855 	 3.5396
713856 	 2.2370
713857 	 1.8972
713858 	 1.7273
713859 	 2.9733
